song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,artist_name,album_names,playlist
Sold (The Grundy County Auction Incident),60,151506,0.133,0.766,0.859,0,2,0.307,-7.408,1,0.0343,115.629,4,0.828,John Michael Montgomery,Rhino Hi-Five: John Michael Montgomery,Country's Greatest Hits_ The '90s
Then What?,47,183706,0.169,0.564,0.806,0,4,0.0663,-8.227,1,0.063,176.405,4,0.633,Clay Walker,Top 10,Country's Greatest Hits_ The '90s
Bigger Than the Beatles,48,235440,0.182,0.716,0.84,0,7,0.0413,-6.21,1,0.0325,119.631,4,0.635,Joe Diffie,Greatest Hits,Country's Greatest Hits_ The '90s
Time Marches On,60,185360,0.563,0.856,0.517,0.000164,6,0.144,-9.232,0,0.0293,118.399,4,0.479,Tracy Lawrence,Time Marches On,Country's Greatest Hits_ The '90s
She's Got It All,56,205093,0.093,0.709,0.811,1.08E-05,7,0.1,-6.603,1,0.0323,132.728,4,0.735,Kenny Chesney,I Will Stand,Country's Greatest Hits_ The '90s
Guys Do It All the Time,47,191800,0.0594,0.551,0.794,2.01E-05,0,0.231,-5.995,1,0.0341,165.813,4,0.587,Mindy McCready,Ten Thousand Angels,Country's Greatest Hits_ The '90s
Single White Female,49,197880,0.354,0.533,0.671,0,6,0.0702,-8.066,1,0.0303,178.101,4,0.887,Chely Wright,Single White Female,Country's Greatest Hits_ The '90s
Baby Likes To Rock It,48,236466,0.165,0.573,0.946,0.00028,5,0.13,-6.178,1,0.0369,79.966,4,0.964,The Tractors,The Tractors,Country's Greatest Hits_ The '90s
Wish I Didn't Know Now,50,206840,0.448,0.799,0.707,0.000125,7,0.289,-8.464,1,0.0402,116.922,4,0.822,Toby Keith,Toby Keith,Country's Greatest Hits_ The '90s
Here's A Quarter [Call Someone Who Cares],59,152640,0.196,0.654,0.537,0,7,0.119,-8.067,1,0.0257,112.437,3,0.597,Travis Tritt,Greatest Hits - From The Beginning,Country's Greatest Hits_ The '90s
XXX's And OOO's (An American Girl),48,167840,0.178,0.706,0.728,0,0,0.2,-5.726,1,0.0323,125.798,4,0.696,Trisha Yearwood,Greatest Hits,Country's Greatest Hits_ The '90s
Every Light In The House,59,179600,0.539,0.637,0.472,0,5,0.446,-7.295,1,0.0271,129.236,4,0.349,Trace Adkins,Dreamin' Out Loud,Country's Greatest Hits_ The '90s
Sticks And Stones,57,216706,0.597,0.644,0.667,0,7,0.12,-5.741,1,0.0306,125.86,4,0.412,Tracy Lawrence,The Very Best Of Tracy Lawrence,Country's Greatest Hits_ The '90s
The Night The Lights Went Out In Georgia,60,257266,0.526,0.591,0.513,4.50E-06,7,0.104,-11.587,0,0.0858,86.063,4,0.36,Reba McEntire,For My Broken Heart,Country's Greatest Hits_ The '90s
It Matters To Me,54,197666,0.567,0.613,0.355,0,6,0.0909,-8.218,1,0.0247,135.622,4,0.129,Faith Hill,It Matters To Me,Country's Greatest Hits_ The '90s
Down at the Twist and Shout,40,201146,0.452,0.572,0.953,0,9,0.0313,-4.355,1,0.0625,192.304,4,0.972,Mary Chapin Carpenter,Playlist: The Very Best Of Mary Chapin Carpenter,Country's Greatest Hits_ The '90s
Strawberry Wine,61,290466,0.302,0.558,0.435,0,1,0.0351,-6.812,1,0.0264,122.385,3,0.199,Deana Carter,The Deana Carter Collection,Country's Greatest Hits_ The '90s
She's In Love With The Boy,61,245786,0.544,0.747,0.803,3.54E-06,3,0.0938,-4.74,1,0.0307,125.016,4,0.746,Trisha Yearwood,Love Songs,Country's Greatest Hits_ The '90s
Put Yourself In My Shoes,43,193093,0.58,0.737,0.41,0,9,0.25,-11.088,1,0.0353,104.647,4,0.397,Clint Black,Greatest Hits,Country's Greatest Hits_ The '90s
Trashy Women,51,195706,0.0468,0.636,0.824,0,9,0.139,-5.535,1,0.0344,142.553,4,0.872,Confederate Railroad,Greatest Hits,Country's Greatest Hits_ The '90s
Check Yes Or No,67,200666,0.0717,0.71,0.538,3.97E-06,5,0.0367,-12.576,1,0.0344,111.503,4,0.698,George Strait,Strait Out Of The Box,Country's Greatest Hits_ The '90s
"Honey, I'm Home",59,213200,0.12,0.645,0.747,0,4,0.135,-5.747,1,0.0888,80.287,4,0.815,Shania Twain,Come On Over,Country's Greatest Hits_ The '90s
Nobody Wins,45,210746,0.311,0.66,0.696,0,7,0.165,-8.971,1,0.033,120.898,4,0.773,Radney Foster,"Del Rio, Tx 1959",Country's Greatest Hits_ The '90s
If I Didn't Have You,51,186746,0.164,0.674,0.578,0,4,0.103,-10.919,1,0.0663,172.498,4,0.961,Randy Travis,On The Other Hand - All The Number Ones,Country's Greatest Hits_ The '90s
In a Different Light,48,205733,0.146,0.462,0.485,2.24E-06,5,0.0604,-7.533,1,0.0247,168.374,4,0.506,Doug Stone,Super Hits,Country's Greatest Hits_ The '90s
Just To See You Smile,62,215173,0.127,0.492,0.823,0,6,0.0523,-8.526,1,0.0297,94.342,4,0.702,Tim McGraw,Everywhere,Country's Greatest Hits_ The '90s
Little Bitty,53,158626,0.151,0.571,0.818,0,4,0.348,-6.539,1,0.0415,163.045,4,0.728,Alan Jackson,Everything I Love,Country's Greatest Hits_ The '90s
Brand New Man,60,179573,0.0904,0.642,0.762,1.25E-06,7,0.101,-4.355,1,0.0451,127.513,4,0.647,Brooks & Dunn,#1s ... and then some,Country's Greatest Hits_ The '90s
"Live, Laugh, Love",42,246266,0.195,0.647,0.746,0,2,0.0271,-10.597,1,0.0437,98.991,4,0.946,Clay Walker,"Live, Laugh, Love",Country's Greatest Hits_ The '90s
Busy Man,40,197266,0.112,0.586,0.565,0,7,0.234,-9.867,1,0.0409,163.819,4,0.511,Billy Ray Cyrus,Shot Full Of Love,Country's Greatest Hits_ The '90s
Should've Been A Cowboy,65,211306,0.471,0.619,0.672,3.15E-06,7,0.211,-7.786,1,0.0356,133.402,4,0.694,Toby Keith,Toby Keith,Country's Greatest Hits_ The '90s
No One Else On Earth,49,255400,0.188,0.775,0.861,4.20E-06,0,0.199,-7.113,1,0.0295,98.649,4,0.964,Wynonna,Collection,Country's Greatest Hits_ The '90s
No Doubt About It,49,227640,0.22,0.621,0.469,3.34E-05,4,0.067,-10.438,1,0.0267,144.665,4,0.511,Neal McCoy,No Doubt About It,Country's Greatest Hits_ The '90s
Tequila Talkin',44,204626,0.152,0.699,0.543,1.33E-06,9,0.156,-7.105,1,0.0231,99.235,4,0.561,Lonestar,Lonestar,Country's Greatest Hits_ The '90s
Boot Scootin' Boogie,64,198226,0.22,0.656,0.817,0,11,0.306,-4.296,0,0.0435,130.446,4,0.862,Brooks & Dunn,#1s ... and then some,Country's Greatest Hits_ The '90s
Hillbilly Shoes,45,192693,0.0332,0.655,0.837,0.00223,7,0.111,-6.072,1,0.0355,115.938,4,0.708,Montgomery Gentry,Tattoos & Scars,Country's Greatest Hits_ The '90s
Gone Country,59,259893,0.131,0.681,0.719,1.65E-06,7,0.113,-5.918,1,0.0248,125.729,4,0.637,Alan Jackson,16 Biggest Hits,Country's Greatest Hits_ The '90s
I'm Gonna Be Somebody - Remastered,50,245266,0.148,0.561,0.659,9.93E-06,7,0.106,-6.701,1,0.0267,76.49,4,0.554,Travis Tritt,The Essentials: Travis Tritt,Country's Greatest Hits_ The '90s
Honky Tonk Attitude,43,228626,0.175,0.679,0.812,8.04E-06,5,0.1,-6.549,1,0.0266,140.467,4,0.775,Joe Diffie,Playlist: The Very Best Of Joe Diffie,Country's Greatest Hits_ The '90s
Bubba Shot The Jukebox,52,185866,0.302,0.613,0.602,0,2,0.0821,-10.071,0,0.0508,82.681,4,0.855,Mark Chesnutt,20th Century Masters: The Millennium Collection: Best of Mark Chesnutt,Country's Greatest Hits_ The '90s
You've Got to Stand for Something,61,182160,0.188,0.544,0.577,0,4,0.11,-9.842,1,0.0343,83.472,4,0.456,Aaron Tippin,Greatest Hits And Then Some,Country's Greatest Hits_ The '90s
How Long Gone,48,219266,0.0246,0.611,0.767,0.00182,5,0.401,-4.569,1,0.026,113.962,4,0.736,Brooks & Dunn,#1s ... and then some,Country's Greatest Hits_ The '90s
I'm in a Hurry (And Don't Know Why),60,168640,0.198,0.757,0.69,0,9,0.078,-8.645,1,0.0286,128.654,4,0.867,Alabama,American Pride,Country's Greatest Hits_ The '90s
Only Here For A Little While,42,214560,0.141,0.537,0.6,0,9,0.36,-6.675,1,0.028,172.541,4,0.774,Billy Dean,The Very Best Of Billy Dean,Country's Greatest Hits_ The '90s
Better Class Of Losers,48,160360,0.194,0.59,0.686,0,7,0.2,-6.998,1,0.0364,179.387,4,0.733,Randy Travis,High Lonesome,Country's Greatest Hits_ The '90s
Take It Easy - 2006 Remastered Version,52,213706,0.0116,0.632,0.876,0,7,0.0537,-5.21,1,0.0276,140.967,4,0.738,Travis Tritt,The Very Best Of Travis Tritt,Country's Greatest Hits_ The '90s
How Forever Feels,55,188200,0.0986,0.723,0.674,1.83E-05,7,0.279,-7.427,1,0.0297,124.9,4,0.61,Kenny Chesney,Everywhere We Go,Country's Greatest Hits_ The '90s
Carrying Your Love With Me,62,232426,0.235,0.63,0.473,0,10,0.0589,-10.526,1,0.0269,138.218,4,0.357,George Strait,Carrying Your Love With Me,Country's Greatest Hits_ The '90s
Neon Moon,66,263760,0.554,0.702,0.632,0,9,0.127,-6.508,1,0.0247,102.404,4,0.457,Brooks & Dunn,#1s ... and then some,Country's Greatest Hits_ The '90s
Wild One,52,165013,0.185,0.694,0.654,0,11,0.283,-9.148,1,0.0322,135.787,4,0.689,Faith Hill,Take Me As I Am,Country's Greatest Hits_ The '90s
Wide Open Spaces,63,223832,0.577,0.563,0.544,0,4,0.128,-6.102,1,0.0306,179.351,4,0.602,Dixie Chicks,Wide Open Spaces,Country's Greatest Hits_ The '90s
She Don't Know She's Beautiful,61,174626,0.35,0.764,0.646,0,9,0.0823,-9.349,1,0.0305,116.115,4,0.886,Sammy Kershaw,Haunted Heart,Country's Greatest Hits_ The '90s
Summertime Blues,54,192093,0.374,0.395,0.862,3.29E-05,7,0.209,-6.837,1,0.0426,80.716,4,0.964,Alan Jackson,16 Biggest Hits,Country's Greatest Hits_ The '90s
He Ain't Worth Missing,46,184693,0.397,0.768,0.774,0,7,0.0468,-4.455,1,0.0346,101.153,4,0.925,Toby Keith,Toby Keith 35 Biggest Hits,Country's Greatest Hits_ The '90s
Perfect Love - Single Version,38,177533,0.0233,0.755,0.599,0,5,0.166,-6.282,1,0.0331,129.854,4,0.795,Trisha Yearwood,(Songbook) A Collection Of Hits,Country's Greatest Hits_ The '90s
"Love, Me",52,231506,0.742,0.686,0.234,0,0,0.145,-12.646,1,0.0295,106.581,4,0.342,Collin Raye,All I Can Be,Country's Greatest Hits_ The '90s
The Keeper Of The Stars,48,247626,0.529,0.572,0.261,1.13E-06,2,0.145,-12.83,1,0.025,78.094,4,0.0669,Tracy Byrd,No Ordinary Man,Country's Greatest Hits_ The '90s
Shut Up and Kiss Me,38,220573,0.571,0.778,0.75,0.000101,9,0.121,-5.052,1,0.0417,119.932,4,0.961,Mary Chapin Carpenter,Playlist: The Very Best Of Mary Chapin Carpenter,Country's Greatest Hits_ The '90s
Daddy's Money,52,183493,0.189,0.698,0.861,0,2,0.0602,-4.756,1,0.0289,134.726,4,0.941,Ricochet,Ricochet,Country's Greatest Hits_ The '90s
Who's Cheatin' Who,52,241440,0.226,0.656,0.816,1.02E-05,7,0.264,-8.553,1,0.029,133.237,4,0.962,Alan Jackson,34 Number Ones,Country's Greatest Hits_ The '90s
Indian Outlaw,58,182120,0.0364,0.664,0.739,4.99E-05,9,0.282,-7.229,1,0.0415,110.101,4,0.759,Tim McGraw,Not A Moment Too Soon,Country's Greatest Hits_ The '90s
You Ain't Much Fun,46,146373,0.338,0.759,0.805,0,9,0.375,-3.666,1,0.0372,138.407,4,0.848,Toby Keith,Toby Keith 35 Biggest Hits,Country's Greatest Hits_ The '90s
No One Needs To Know,52,183960,0.108,0.663,0.525,0,7,0.349,-9.674,1,0.0331,134.748,4,0.731,Shania Twain,The Woman In Me,Country's Greatest Hits_ The '90s
It Ain't Nothin',40,244066,0.548,0.79,0.455,0.000105,9,0.108,-11.039,1,0.0536,119.49,4,0.405,Keith Whitley,16 Biggest Hits,Country's Greatest Hits_ The '90s
What Mattered Most,44,221426,0.415,0.529,0.509,0,0,0.171,-8.926,1,0.0253,142.311,4,0.27,Ty Herndon,What Mattered Most,Country's Greatest Hits_ The '90s
Hard Workin' Man,52,178493,0.333,0.692,0.77,1.17E-06,0,0.0552,-9.361,1,0.0369,151.51,4,0.731,Brooks & Dunn,Hard Workin' Man,Country's Greatest Hits_ The '90s
Wanted,49,177320,0.612,0.636,0.298,4.31E-06,5,0.162,-8.931,1,0.0268,89.613,3,0.276,Alan Jackson,Genuine: The Alan Jackson Story,Country's Greatest Hits_ The '90s
Life's A Dance,60,188840,0.403,0.64,0.533,0,5,0.176,-9.846,1,0.0264,135.224,4,0.652,John Michael Montgomery,Greatest Hits,Country's Greatest Hits_ The '90s
Fancy,58,296320,0.246,0.674,0.542,0,4,0.0735,-10.078,1,0.0904,94.988,4,0.497,Reba McEntire,Best Of/20th Century,Country's Greatest Hits_ The '90s
You Were Mine,55,217807,0.342,0.542,0.346,0,9,0.283,-6.598,1,0.0296,139.856,4,0.173,Dixie Chicks,Wide Open Spaces,Country's Greatest Hits_ The '90s
Small Town Saturday Night,56,177986,0.218,0.627,0.697,0,8,0.0733,-6.61,1,0.0266,154.086,4,0.933,Hal Ketchum,Past The Point Of Rescue,Country's Greatest Hits_ The '90s
A Little Less Talk And A Lot More Action,50,170546,0.282,0.755,0.808,2.02E-06,9,0.11,-7.367,1,0.0374,124.976,4,0.933,Toby Keith,Toby Keith,Country's Greatest Hits_ The '90s
Dust On The Bottle,68,224666,0.0248,0.737,0.609,4.26E-06,11,0.208,-11.121,1,0.0366,99.983,4,0.87,David Lee Murphy,Out With A Bang,Country's Greatest Hits_ The '90s
Livin' On Love,57,228733,0.163,0.705,0.669,3.41E-06,9,0.0966,-5.974,1,0.0262,118.539,4,0.673,Alan Jackson,34 Number Ones,Country's Greatest Hits_ The '90s
Brother Jukebox,46,184600,0.184,0.649,0.578,0.000772,1,0.175,-11.207,1,0.0262,141.084,4,0.896,Mark Chesnutt,Greatest Hits: Mark Chesnutt,Country's Greatest Hits_ The '90s
One More Last Chance,51,191200,0.462,0.525,0.882,0,2,0.282,-8.624,1,0.0386,176.192,4,0.964,Vince Gill,I Still Believe In You,Country's Greatest Hits_ The '90s
John Deere Green,60,273000,0.15,0.685,0.817,0,2,0.242,-5.683,1,0.0298,130.41,4,0.768,Joe Diffie,Greatest Hits,Country's Greatest Hits_ The '90s
I'm Alright,61,199040,0.191,0.676,0.733,0,0,0.192,-7.745,1,0.0294,98.234,3,0.591,Jo Dee Messina,I'm Alright,Country's Greatest Hits_ The '90s
Independence Day,52,206093,0.275,0.693,0.683,0.000101,9,0.0954,-4.575,1,0.0292,118.388,4,0.748,Martina McBride,Greatest Hits,Country's Greatest Hits_ The '90s
"I Like It, I Love It",64,205706,0.0196,0.643,0.961,0,0,0.948,-5.298,1,0.0315,124.027,4,0.96,Tim McGraw,All I Want,Country's Greatest Hits_ The '90s
Ready to Run,55,231293,0.245,0.644,0.644,0.00083,7,0.27,-7.542,1,0.0305,98.746,4,0.293,Dixie Chicks,Fly,Country's Greatest Hits_ The '90s
Watermelon Crawl,63,181973,0.17,0.778,0.701,0,0,0.128,-9.327,1,0.0285,136.733,4,0.964,Tracy Byrd,No Ordinary Man,Country's Greatest Hits_ The '90s
I Think About You,43,207133,0.227,0.706,0.716,0,0,0.111,-6.931,1,0.0251,120.75,4,0.839,Collin Raye,The Best Of Collin Raye: Direct Hits,Country's Greatest Hits_ The '90s
Pickup Man,61,216693,0.434,0.709,0.757,0,7,0.336,-7.006,1,0.0408,140.664,4,0.852,Joe Diffie,Greatest Hits,Country's Greatest Hits_ The '90s
How Your Love Makes Me Feel,45,245400,0.351,0.612,0.787,0,0,0.065,-8.119,1,0.0313,140.91,4,0.577,Diamond Rio,Greatest Hits,Country's Greatest Hits_ The '90s
Dream Walkin',42,235626,0.351,0.702,0.784,0,5,0.0814,-5.056,1,0.0278,117.599,4,0.54,Toby Keith,Toby Keith 35 Biggest Hits,Country's Greatest Hits_ The '90s
Down On The Farm,54,178866,0.115,0.721,0.735,0,5,0.0499,-11.849,0,0.0284,127.575,4,0.961,Tim McGraw,Not A Moment Too Soon,Country's Greatest Hits_ The '90s
TRUE,44,214000,0.27,0.591,0.679,0.000418,7,0.131,-4.893,1,0.0255,115.346,4,0.386,George Strait,One Step At A Time,Country's Greatest Hits_ The '90s
Two Sparrows In A Hurricane,44,249733,0.551,0.692,0.253,3.01E-06,10,0.102,-13.684,1,0.0289,104.123,4,0.22,Tanya Tucker,Love Songs,Country's Greatest Hits_ The '90s
T-R-O-U-B-L-E - Remastered,48,181333,0.0121,0.3,0.965,0.000742,7,0.687,-6.724,1,0.0429,178.963,4,0.793,Travis Tritt,The Essentials: Travis Tritt,Country's Greatest Hits_ The '90s
That's My Story,47,182960,0.538,0.642,0.834,0,5,0.108,-4.4,0,0.0982,137.875,4,0.645,Collin Raye,Extremes,Country's Greatest Hits_ The '90s
Ain't That Lonely Yet - Remastered,44,200706,0.431,0.598,0.732,3.31E-06,5,0.1,-5.098,1,0.0259,106.92,4,0.549,Dwight Yoakam,The Very Best Of Dwight Yoakam,Country's Greatest Hits_ The '90s
Lesson In Leavin',61,220200,0.273,0.612,0.804,0,7,0.311,-7.275,1,0.0543,80.771,4,0.841,Jo Dee Messina,I'm Alright,Country's Greatest Hits_ The '90s
Any Man Of Mine,67,246760,0.207,0.592,0.725,0,8,0.148,-8.698,1,0.0412,78.235,4,0.784,Shania Twain,The Woman In Me,Country's Greatest Hits_ The '90s
Kiss and Make Up,55,189173,0.0658,0.678,0.729,0,8,0.303,-4.188,1,0.137,99.895,4,0.643,Dua Lipa,Dua Lipa (Complete Edition),Pop Royalty
Drew Barrymore,87,190471,0.493,0.763,0.572,0.00118,11,0.106,-7.312,0,0.0595,151.93,4,0.25,Bryce Vine,Drew Barrymore,Pop Royalty
Sweet but Psycho,89,187436,0.0691,0.719,0.704,0,1,0.166,-4.724,1,0.0476,133.002,4,0.628,Ava Max,Sweet but Psycho,Pop Royalty
Head Above Water,86,220850,0.0112,0.578,0.694,0,5,0.102,-5.351,1,0.0706,129.921,4,0.268,Avril Lavigne,Head Above Water,Pop Royalty
Ring (feat. Kehlani),82,177139,0.049,0.767,0.543,0,1,0.115,-7.881,0,0.103,106.029,4,0.485,Cardi B,Invasion of Privacy,Pop Royalty
My Blood,79,229120,0.0563,0.749,0.723,0.022,1,0.0977,-6.609,1,0.0432,108.999,4,0.674,Twenty One Pilots,My Blood And A Few Others From Trench,Pop Royalty
Love Someone,87,205463,0.161,0.55,0.415,0,9,0.108,-6.557,0,0.052,172.065,4,0.274,Lukas Graham,Love Someone,Pop Royalty
I'm Still Here,75,241910,0.00697,0.437,0.719,3.86E-05,6,0.0765,-4.569,0,0.0376,169.976,4,0.284,Sia,I'm Still Here,Pop Royalty
Want To,86,211817,0.0788,0.572,0.691,0.000132,8,0.0619,-4.783,0,0.123,92.082,4,0.318,Dua Lipa,Want To,Pop Royalty
8 Letters,72,190026,0.649,0.607,0.478,0,1,0.0928,-5.702,0,0.031,88.979,4,0.255,Why Don't We,8 Letters,Pop Royalty
SLOW DANCING IN THE DARK,87,209273,0.544,0.515,0.479,0.00598,3,0.191,-7.458,1,0.0261,88.964,4,0.284,Joji,SLOW DANCING IN THE DARK,Pop Royalty
Let You Love Me,90,190000,0.288,0.531,0.854,0,10,0.0773,-3.149,1,0.198,94.419,4,0.456,Rita Ora,Let You Love Me,Pop Royalty
High Hopes,73,190946,0.193,0.579,0.904,0,5,0.064,-2.729,1,0.0618,82.014,4,0.681,Panic! At The Disco,High Hopes On Saturday Night,Pop Royalty
Youngblood,90,203417,0.0169,0.596,0.854,0,7,0.124,-5.114,0,0.463,120.274,4,0.152,5 Seconds of Summer,Youngblood,Pop Royalty
Don't Leave Me Alone (feat. Anne-Marie),89,183750,0.118,0.659,0.738,0,4,0.115,-5.072,0,0.0477,127.95,4,0.481,David Guetta,Don't Leave Me Alone (feat. Anne-Marie),Pop Royalty
Electricity (with Dua Lipa),94,238173,0.0104,0.588,0.67,3.33E-06,0,0.338,-6.439,1,0.0473,118.159,4,0.505,Silk City,Electricity (with Dua Lipa),Pop Royalty
More Than Friends (feat. Meghan Trainor),70,181360,0.366,0.451,0.528,0,2,0.0811,-6.984,1,0.0364,139.28,5,0.527,Jason Mraz,Know.,Pop Royalty
I'm a Mess,74,195519,0.00281,0.63,0.694,0,11,0.0719,-6.257,0,0.0253,97.005,4,0.216,Bebe Rexha,I'm a Mess,Pop Royalty
Up Now (feat. G-Eazy and Rich The Kid),72,198087,0.00294,0.956,0.544,0,1,0.104,-6.41,1,0.0822,104.011,4,0.127,Saweetie,Up Now (feat. G-Eazy and Rich The Kid),Pop Royalty
Happy Now,91,207029,0.579,0.503,0.741,1.49E-06,4,0.0712,-5.128,1,0.047,88.335,3,0.458,Zedd,Happy Now,Pop Royalty
Body,86,163216,0.0476,0.752,0.764,9.44E-05,1,0.0543,-4.399,1,0.038,121.958,4,0.582,Loud Luxury,Body,Pop Royalty
Boys Like You - Sunrise Mix,44,211764,0.688,0.584,0.679,2.09E-06,2,0.232,-5.17,1,0.04,102.039,4,0.175,Anna Clendening,Boys Like You (Sunrise Mix),Pop Royalty
All I Am,87,218868,0.0445,0.74,0.669,0,0,0.184,-5.199,1,0.0373,122.007,4,0.536,Jess Glynne,All I Am,Pop Royalty
Girls Like You (feat. Cardi B),88,235545,0.568,0.851,0.541,0,0,0.13,-6.825,1,0.0505,124.959,4,0.448,Maroon 5,Red Pill Blues (Deluxe),Pop Royalty
God is a woman,76,197573,0.0268,0.604,0.673,3.32E-05,1,0.187,-5.979,1,0.0545,144.971,4,0.287,Ariana Grande,God is a woman,Pop Royalty
Tequila - R3HAB Remix,66,157424,0.0119,0.578,0.862,1.79E-05,8,0.0744,-3.059,0,0.0405,100.049,4,0.547,Dan + Shay,Tequila (R3HAB Remix),Pop Royalty
In My Blood,69,211360,0.0582,0.622,0.709,0,5,0.126,-7.32,1,0.0669,140.018,4,0.488,Shawn Mendes,Shawn Mendes,Pop Royalty
Me vs. Us,47,198948,0.145,0.741,0.555,0.000172,0,0.183,-8.087,1,0.044,119.971,4,0.447,Tayla Parx,Me vs. Us,Pop Royalty
Never Be the Same - Radio Edit,64,227240,0.158,0.627,0.693,0.000102,0,0.115,-4.382,1,0.0856,129.801,4,0.245,Camila Cabello,Camila,Pop Royalty
Delicate,84,232253,0.216,0.75,0.404,0.000357,9,0.0911,-10.178,0,0.0682,95.045,4,0.0499,Taylor Swift,reputation,Pop Royalty
Natural,95,189466,0.216,0.448,0.612,0,2,0.08,-6.106,1,0.0708,97.773,4,0.213,Imagine Dragons,Natural,Pop Royalty
Promises (with Sam Smith),98,213309,0.0119,0.781,0.768,4.91E-06,11,0.325,-5.991,1,0.0394,123.07,4,0.486,Calvin Harris,Promises (with Sam Smith),Pop Royalty
No Brainer,94,260000,0.0733,0.552,0.76,0,0,0.0865,-4.706,1,0.342,135.702,5,0.639,DJ Khaled,No Brainer,Pop Royalty
Without Me,92,201660,0.297,0.752,0.488,9.11E-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.533,Halsey,Without Me,Pop Royalty
MIA (feat. Drake),94,210367,0.0143,0.818,0.54,0.000512,6,0.099,-6.35,0,0.0544,97.064,4,0.174,Bad Bunny,MIA (feat. Drake),Pop Royalty
Sunflower - Spider-Man: Into the Spider-Verse,66,158053,0.541,0.757,0.501,0,2,0.0718,-5.593,1,0.0466,89.931,4,0.91,Post Malone,Sunflower (Spider-Man: Into the Spider-Verse),Pop Royalty
1999,81,189000,0.0227,0.739,0.742,1.39E-06,7,0.229,-4.586,1,0.0329,124.016,4,0.659,Charli XCX,1999,Pop Royalty
when the party's over,78,199931,0.979,0.498,0.104,7.86E-05,1,0.0895,-14.08,0,0.0621,124.001,3,0.205,Billie Eilish,when the party's over,Pop Royalty
You Say,83,274693,0.669,0.494,0.637,0,5,0.0882,-6.381,1,0.0333,147.924,4,0.1,Lauren Daigle,Look Up Child,Pop Royalty
Fine China,77,142320,0.0484,0.656,0.542,0,7,0.106,-7.358,1,0.323,166.11,4,0.551,Future,Fine China,RapCaviar
"Never Recover (Lil Baby & Gunna, Drake)",89,194732,0.0716,0.757,0.69,0,1,0.192,-5.327,0,0.282,132.064,4,0.914,Lil Baby,Drip Harder,RapCaviar
Get Dripped (feat. Playboi Carti),0,158769,0.0987,0.955,0.492,0,8,0.417,-8.444,1,0.395,130.062,4,0.904,Lil Yachty,Nuthin' 2 Prove,RapCaviar
ZEZE (feat. Travis Scott & Offset),91,225199,0.071,0.826,0.615,0,8,0.0965,-7.979,0,0.219,98.056,4,0.543,Kodak Black,ZEZE (feat. Travis Scott & Offset),RapCaviar
Hard Work Pays Off,0,224506,0.327,0.736,0.482,0,4,0.229,-8.242,1,0.196,140.064,4,0.608,Future,Future & Juice WRLD Present... WRLD ON DRUGS,RapCaviar
Noticed,91,165000,0.462,0.699,0.558,0,11,0.116,-7.622,1,0.0603,79.992,4,0.493,Lil Mosey,Noticed,RapCaviar
SICKO MODE,97,312820,0.00513,0.834,0.73,0,8,0.124,-3.714,1,0.222,155.008,4,0.446,Travis Scott,ASTROWORLD,RapCaviar
PASS OUT (feat. 21 Savage),85,224903,0.0403,0.917,0.786,0,11,0.195,-4.921,0,0.208,143.038,4,0.441,Quavo,QUAVO HUNCHO,RapCaviar
Sin (feat. Jaden Smith),85,202533,0.00544,0.889,0.385,0,11,0.274,-11.767,0,0.165,125.995,4,0.235,Young Thug,On The Rvn,RapCaviar
Drip Too Hard,91,145603,0.0945,0.9,0.653,0,1,0.528,-6.962,0,0.289,112.503,4,0.399,Lil Baby,Drip Too Hard,RapCaviar
Mo Bamba,90,180897,0.268,0.738,0.629,0.00114,6,0.163,-4.882,0,0.0495,146.067,4,0.319,Sheck Wes,Mo Bamba,RapCaviar
STOOPID,90,152000,0.13,0.733,0.63,0,11,0.162,-4.296,1,0.395,149.989,4,0.832,6ix9ine,STOOPID,RapCaviar
No Stylist,91,192172,0.0215,0.765,0.704,0,5,0.227,-4.589,0,0.127,147.055,4,0.498,French Montana,No Stylist,RapCaviar
Leave Me Alone,69,195637,0.107,0.792,0.743,0,7,0.183,-2.806,1,0.0851,150.024,4,0.742,Flipp Dinero,Leave Me Alone,RapCaviar
REEL IT IN,87,121346,0.073,0.754,0.342,0,10,0.193,-8.677,0,0.0991,128.981,4,0.423,Amin̩,ONEPOINTFIVE,RapCaviar
LOSE IT (feat. Lil Baby),79,237654,0.0161,0.962,0.573,0,7,0.109,-5.924,1,0.308,125.035,4,0.728,Quavo,QUAVO HUNCHO,RapCaviar
New Patek,90,343099,0.0367,0.85,0.785,0,8,0.155,-4.963,0,0.345,145.063,4,0.718,Lil Uzi Vert,New Patek,RapCaviar
Wake Up in the Sky,92,204664,0.00381,0.8,0.578,0,4,0.359,-5.144,0,0.0485,143.01,4,0.367,Gucci Mane,Wake Up in the Sky,RapCaviar
YOSEMITE,88,150043,0.283,0.785,0.554,3.40E-06,0,0.116,-6.571,1,0.0409,128.047,4,0.144,Travis Scott,ASTROWORLD,RapCaviar
Mona Lisa (feat. Kendrick Lamar),92,324189,0.371,0.855,0.694,0,2,0.109,-4.393,1,0.169,122.078,4,0.49,Lil Wayne,Tha Carter V,RapCaviar
